Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Ridgewood Water,Antimony,0.00146 ppb,1 ppb,6 ppb
Ridgewood Water,Barium,361.6 ppb,700 ppb,"2,000 ppb"
Ridgewood Water,Bromomethane,0.00915 ppb,,
Ridgewood Water,Cadmium,0.0185 ppb,0.04 ppb,5 ppb
Ridgewood Water,Chlorate,70.9 ppb,210 ppb,
Ridgewood Water,Chloroacetonitrile,0.00447 ppb,,
Ridgewood Water,Chlorodifluoromethane,0.00563 ppb,,
Ridgewood Water,Chromium (total),3.51 ppb,,100 ppb
Ridgewood Water,"cis-1,2-Dichloroethylene",0.00394 ppb,,70 ppb
Ridgewood Water,Ethylbenzene,0.000214 ppb,300 ppb,700 ppb
Ridgewood Water,Fluoride,0.00925 ppm,,4 ppm
Ridgewood Water,Manganese,1.86 ppb,100 ppb,
Ridgewood Water,Methyl isobutyl ketone,0.313 ppb,,
Ridgewood Water,MTBE,0.000595 ppb,13 ppb,
Ridgewood Water,Nitrite,0.0550 ppm,,1 ppm
Ridgewood Water,Perfluorononanoic acid (PFNA),0.289 ppt,1 ppt,
Ridgewood Water,Selenium,0.261 ppb,30 ppb,50 ppb
Ridgewood Water,Strontium,0.336 ppb,"1,500 ppb",
Ridgewood Water,Tetrachloroethylene (perchloroethylene),0.0212 ppb,0.06 ppb,5 ppb
Ridgewood Water,Vanadium,0.720 ppb,21 ppb,
Ridgewood Water,None,,,
Fair Lawn Water Department,Arsenic,2.06 ppb,0.004 ppb,10 ppb
Fair Lawn Water Department,Bromodichloromethane,7.44 ppb,0.06 ppb,
Fair Lawn Water Department,Bromoform,2.21 ppb,0.5 ppb,
Fair Lawn Water Department,Chloroform,12.6 ppb,0.4 ppb,
Fair Lawn Water Department,Chromium (hexavalent),0.276 ppb,0.02 ppb,
Fair Lawn Water Department,Dibromoacetic acid,1.61 ppb,0.04 ppb,
Fair Lawn Water Department,Dibromochloromethane,5.39 ppb,0.1 ppb,
Fair Lawn Water Department,Dichloroacetic acid,7.94 ppb,0.2 ppb,
Fair Lawn Water Department,Haloacetic acids (HAA5)†,16.9 ppb,0.1 ppb,60 ppb
Fair Lawn Water Department,Haloacetic acids (HAA9)†,21.7 ppb,0.06 ppb,
Fair Lawn Water Department,Nitrate,3.10 ppm,0.14 ppm,10 ppm
Fair Lawn Water Department,Perfluorooctane sulfonate (PFOS),7.75 ppt,1 ppt,
Fair Lawn Water Department,Perfluorooctanoic acid (PFOA),13.8 ppt,0.007 ppt,
Fair Lawn Water Department,Tetrachloroethylene (perchloroethylene),0.243 ppb,0.06 ppb,5 ppb
Fair Lawn Water Department,Total trihalomethanes (TTHMs)†,37.8 ppb,0.15 ppb,80 ppb
Fair Lawn Water Department,Trichloroacetic acid,5.97 ppb,0.1 ppb,
Fair Lawn Water Department,Uranium,2.49 pCi/L,0.43 pCi/L,20 pCi/L
Fair Lawn Water Department,"1,4-Dioxane",0.408 ppb,0.35 ppb,
Fair Lawn Water Department,Aluminum,13.0 ppb,600 ppb,
Fair Lawn Water Department,Barium,197.4 ppb,700 ppb,"2,000 ppb"
Fair Lawn Water Department,Beryllium,0.0108 ppb,1 ppb,4 ppb
Fair Lawn Water Department,Bromochloromethane,0.00112 ppb,,
Fair Lawn Water Department,Cadmium,0.0135 ppb,0.04 ppb,5 ppb
Fair Lawn Water Department,Chlorate,110.6 ppb,210 ppb,
Fair Lawn Water Department,Chromium (total),0.567 ppb,,100 ppb
Fair Lawn Water Department,Cobalt,0.122 ppb,70 ppb,
Fair Lawn Water Department,Manganese,13.0 ppb,100 ppb,
Fair Lawn Water Department,Mercury (inorganic),0.0233 ppb,1.2 ppb,2 ppb
Fair Lawn Water Department,Molybdenum,0.0589 ppb,40 ppb,
Fair Lawn Water Department,Monobromoacetic acid,0.521 ppb,25 ppb,
Fair Lawn Water Department,Monochloroacetic acid,0.829 ppb,53 ppb,
Fair Lawn Water Department,Selenium,0.257 ppb,30 ppb,50 ppb
Fair Lawn Water Department,Strontium,0.330 ppb,"1,500 ppb",
Fair Lawn Water Department,Thallium,0.137 ppb,0.1 ppb,2 ppb
Fair Lawn Water Department,Vanadium,0.963 ppb,21 ppb,
Fair Lawn Water Department,None,,,
Mahwah Water Department,Arsenic,0.555 ppb,0.004 ppb,10 ppb
Mahwah Water Department,Bromodichloromethane,9.74 ppb,0.06 ppb,
Mahwah Water Department,Chloroform,15.2 ppb,0.4 ppb,
Mahwah Water Department,Chromium (hexavalent),0.207 ppb,0.02 ppb,
Mahwah Water Department,Dibromoacetic acid,1.52 ppb,0.04 ppb,
Mahwah Water Department,Dibromochloromethane,5.85 ppb,0.1 ppb,
Mahwah Water Department,Dichloroacetic acid,7.21 ppb,0.2 ppb,
Mahwah Water Department,Haloacetic acids (HAA5)†,13.0 ppb,0.1 ppb,60 ppb
Mahwah Water Department,Haloacetic acids (HAA9)†,17.9 ppb,0.06 ppb,
Mahwah Water Department,Nitrate,0.852 ppm,0.14 ppm,10 ppm
Mahwah Water Department,Nitrate and nitrite,0.795 ppm,0.14 ppm,10 ppm
Mahwah Water Department,Perfluorooctane sulfonate (PFOS),8.76 ppt,1 ppt,
Mahwah Water Department,Perfluorooctanoic acid (PFOA),3.92 ppt,0.007 ppt,
Mahwah Water Department,"Radium, combined (-226 &amp; -228)",0.30 pCi/L,0.05 pCi/L,5 pCi/L
Mahwah Water Department,Total trihalomethanes (TTHMs)†,34.0 ppb,0.15 ppb,80 ppb
Mahwah Water Department,Trichloroacetic acid,3.12 ppb,0.1 ppb,
Mahwah Water Department,"1,4-Dioxane",0.0933 ppb,0.35 ppb,
Mahwah Water Department,Barium,108.0 ppb,700 ppb,"2,000 ppb"
Mahwah Water Department,Bromoform,0.576 ppb,0.5 ppb,
Mahwah Water Department,Chlorate,66.6 ppb,210 ppb,
Mahwah Water Department,Chromium (total),0.339 ppb,,100 ppb
Mahwah Water Department,Fluoride,0.0617 ppm,,4 ppm
Mahwah Water Department,Manganese,4.83 ppb,100 ppb,
Mahwah Water Department,Mercury (inorganic),0.0236 ppb,1.2 ppb,2 ppb
Mahwah Water Department,Monobromoacetic acid,0.483 ppb,25 ppb,
Mahwah Water Department,Monochloroacetic acid,0.659 ppb,53 ppb,
Mahwah Water Department,Perfluorononanoic acid (PFNA),0.421 ppt,1 ppt,
Mahwah Water Department,Strontium,0.156 ppb,"1,500 ppb",
Mahwah Water Department,Uranium,0.18 pCi/L,0.43 pCi/L,20 pCi/L
Mahwah Water Department,Vanadium,0.873 ppb,21 ppb,
Mahwah Water Department,None,,,
Adams Township Water Authority,Bromodichloromethane,4.87 ppb,0.06 ppb,
Adams Township Water Authority,Chloroform,27.9 ppb,0.4 ppb,
Adams Township Water Authority,Dibromoacetic acid,0.0820 ppb,0.04 ppb,
Adams Township Water Authority,Dibromochloromethane,0.568 ppb,0.1 ppb,
Adams Township Water Authority,Dichloroacetic acid,23.0 ppb,0.2 ppb,
Adams Township Water Authority,Haloacetic acids (HAA5)†,28.1 ppb,0.1 ppb,60 ppb
Adams Township Water Authority,Haloacetic acids (HAA9)*†,27.7 ppb,0.06 ppb,
Adams Township Water Authority,Total trihalomethanes (TTHMs)†,33.4 ppb,0.15 ppb,80 ppb
Adams Township Water Authority,Trichloroacetic acid,15.1 ppb,0.1 ppb,
Adams Township Water Authority,Barium*,21.9 ppb,700 ppb,"2,000 ppb"
Adams Township Water Authority,Chlorate*,8.63 ppb,210 ppb,
Adams Township Water Authority,Chromium (hexavalent)*,0.0198 ppb,0.02 ppb,
Adams Township Water Authority,Chromium (total)*,0.0143 ppb,,100 ppb
Adams Township Water Authority,Manganese*,10.2 ppb,100 ppb,
Adams Township Water Authority,Mercury (inorganic)*,0.0560 ppb,1.2 ppb,2 ppb
Adams Township Water Authority,Monobromoacetic acid,0.288 ppb,25 ppb,
Adams Township Water Authority,Monochloroacetic acid,18.2 ppb,53 ppb,
Adams Township Water Authority,Strontium*,0.0139 ppb,"1,500 ppb",
Adams Township Water Authority,None,,,
Franklin Square WD,"1,4-Dioxane",0.710 ppb,0.35 ppb,
Franklin Square WD,Chromium (hexavalent),0.113 ppb,0.02 ppb,
Franklin Square WD,Haloacetic acids (HAA9)†,1.52 ppb,0.06 ppb,
Franklin Square WD,Nitrate,0.976 ppm,0.14 ppm,10 ppm
Franklin Square WD,Nitrate and nitrite,0.839 ppm,0.14 ppm,10 ppm
Franklin Square WD,"Radium, combined (-226 &amp; -228)",0.64 pCi/L,0.05 pCi/L,5 pCi/L
Franklin Square WD,"1,1,1-Trichloroethane",0.163 ppb,,200 ppb
Franklin Square WD,"1,1-Dichloroethane",0.00257 ppb,3 ppb,
Franklin Square WD,"1,1-Dichloroethylene",0.349 ppb,,7 ppb
Franklin Square WD,2-Methoxyethanol,0.0783 ppb,,
Franklin Square WD,2-propen-1-ol ,0.183 ppb,,
Franklin Square WD,Barium,0.176 ppb,700 ppb,"2,000 ppb"
Franklin Square WD,Beryllium,0.00921 ppb,1 ppb,4 ppb
Franklin Square WD,Bromodichloromethane,0.0169 ppb,0.06 ppb,
Franklin Square WD,Bromoform,0.0181 ppb,0.5 ppb,
Franklin Square WD,Chlorate,219.3 ppb,210 ppb,
Franklin Square WD,Chlorodifluoromethane,1.69 ppb,,
Franklin Square WD,Chlorodifluoromethane,1.19 ppb,,
Franklin Square WD,Chloroform,0.0143 ppb,0.4 ppb,
Franklin Square WD,Chloromethane,0.00359 ppb,2.69 ppb,
Franklin Square WD,Chromium (total),0.0259 ppb,,100 ppb
Franklin Square WD,Cobalt,11.3 ppb,70 ppb,
Franklin Square WD,Dibromochloromethane,0.0261 ppb,0.1 ppb,
Franklin Square WD,Dichlorodifluoromethane,0.00603 ppb,,
Franklin Square WD,Manganese,14.6 ppb,100 ppb,
Franklin Square WD,Perchlorate,0.0351 ppb,1 ppb,
Franklin Square WD,Selenium,0.270 ppb,30 ppb,50 ppb
Franklin Square WD,Strontium,0.0304 ppb,"1,500 ppb",
Franklin Square WD,Tetrachloroethylene (perchloroethylene),0.00394 ppb,0.06 ppb,5 ppb
Franklin Square WD,Total trihalomethanes (TTHMs)†,0.0729 ppb,0.15 ppb,80 ppb
Franklin Square WD,Trichloroethylene,0.155 ppb,0.4 ppb,5 ppb
Franklin Square WD,Trichlorofluoromethane,0.00339 ppb,"1,300 ppb",
Franklin Square WD,Trichlorotrifluoroethane,0.848 ppb,"4,000 ppb",
Franklin Square WD,Uranium,0.42 pCi/L,0.43 pCi/L,20 pCi/L
Franklin Square WD,Vanadium,0.0250 ppb,21 ppb,
Franklin Square WD,None,,,
Port Washington Waterworks,Arsenic,0.167 ppb,0.004 ppb,10 ppb
Port Washington Waterworks,Bromodichloromethane,7.69 ppb,0.06 ppb,
Port Washington Waterworks,Chloroform,10.5 ppb,0.4 ppb,
Port Washington Waterworks,Chromium (hexavalent),0.198 ppb,0.02 ppb,
Port Washington Waterworks,Dibromoacetic acid,0.373 ppb,0.04 ppb,
Port Washington Waterworks,Dibromochloromethane,3.68 ppb,0.1 ppb,
Port Washington Waterworks,Dichloroacetic acid,5.36 ppb,0.2 ppb,
Port Washington Waterworks,Haloacetic acids (HAA5)†,11.8 ppb,0.1 ppb,60 ppb
Port Washington Waterworks,Haloacetic acids (HAA9)†,27.1 ppb,0.06 ppb,
Port Washington Waterworks,Nitrate,0.322 ppm,0.14 ppm,10 ppm
Port Washington Waterworks,Nitrate and nitrite,0.304 ppm,0.14 ppm,10 ppm
Port Washington Waterworks,Total trihalomethanes (TTHMs)†,22.3 ppb,0.15 ppb,80 ppb
Port Washington Waterworks,Trichloroacetic acid,5.99 ppb,0.1 ppb,
Port Washington Waterworks,Antimony,0.0833 ppb,1 ppb,6 ppb
Port Washington Waterworks,Atrazine,0.0150 ppb,0.1 ppb,3 ppb
Port Washington Waterworks,Barium,20.3 ppb,700 ppb,"2,000 ppb"
Port Washington Waterworks,Bromoform,0.172 ppb,0.5 ppb,
Port Washington Waterworks,Butachlor,0.00500 ppb,,
Port Washington Waterworks,Chromium (total),0.363 ppb,,100 ppb
Port Washington Waterworks,Fluoride,0.645 ppm,,4 ppm
Port Washington Waterworks,Metolachlor,0.00500 ppb,,
Port Washington Waterworks,Molybdenum,0.138 ppb,40 ppb,
Port Washington Waterworks,Monochloroacetic acid,0.0417 ppb,53 ppb,
Port Washington Waterworks,p-Dichlorobenzene,0.1000 ppb,6 ppb,75 ppb
Port Washington Waterworks,Selenium,0.0833 ppb,30 ppb,50 ppb
Port Washington Waterworks,Strontium,0.119 ppb,"1,500 ppb",
Port Washington Waterworks,Vanadium,0.313 ppb,21 ppb,
Port Washington Waterworks,None,,,
Plandome,Bromoform,1.57 ppb,0.5 ppb,
Plandome,Chromium (hexavalent)*,0.907 ppb,0.02 ppb,
Plandome,Dibromoacetic acid*,0.450 ppb,0.04 ppb,
Plandome,Dibromochloromethane,0.363 ppb,0.1 ppb,
Plandome,Haloacetic acids (HAA5)*†,0.450 ppb,0.1 ppb,60 ppb
Plandome,Nitrate*,3.98 ppm,0.14 ppm,10 ppm
Plandome,Nitrate and nitrite*,3.88 ppm,0.14 ppm,10 ppm
Plandome,"Radium, combined (-226 &amp; -228)*",0.21 pCi/L,0.05 pCi/L,5 pCi/L
Plandome,Total trihalomethanes (TTHMs)†,1.92 ppb,0.15 ppb,80 ppb
Plandome,"1,1-Dichloroethane*",0.0289 ppb,3 ppb,
Plandome,"1,2-Dichloroethane*",0.000922 ppb,0.4 ppb,5 ppb
Plandome,"1,4-Dioxane*",0.181 ppb,0.35 ppb,
Plandome,Antimony*,0.0235 ppb,1 ppb,6 ppb
Plandome,Barium*,10.6 ppb,700 ppb,"2,000 ppb"
Plandome,Bromide*,33.3 ppb,,
Plandome,Bromodichloromethane*,0.000909 ppb,0.06 ppb,
Plandome,Chlorate*,38.6 ppb,210 ppb,
Plandome,Chlorodifluoromethane*,0.00671 ppb,,
Plandome,Chloroform*,0.0430 ppb,0.4 ppb,
Plandome,Chromium (total)*,0.383 ppb,,100 ppb
Plandome,Cobalt*,0.113 ppb,70 ppb,
Plandome,Fluoride*,0.00351 ppm,,4 ppm
Plandome,Germanium*,0.0150 ppb,,
Plandome,Haloacetic acids (HAA9)*†,0.118 ppb,0.06 ppb,
Plandome,Manganese*,1.85 ppb,100 ppb,
Plandome,MTBE*,0.00892 ppb,13 ppb,
Plandome,Nitrite*,0.0164 ppm,,1 ppm
Plandome,Perchlorate*,0.534 ppb,1 ppb,
Plandome,Selenium*,0.354 ppb,30 ppb,50 ppb
Plandome,Strontium*,0.0505 ppb,"1,500 ppb",
Plandome,Toluene*,0.00114 ppb,150 ppb,"1,000 ppb"
Plandome,Trichlorotrifluoroethane*,0.173 ppb,"4,000 ppb",
Plandome,Uranium*,0.36 pCi/L,0.43 pCi/L,20 pCi/L
Plandome,Vanadium*,0.107 ppb,21 ppb,
Plandome,None,,,
Sands Point,Dibromoacetic acid,1.43 ppb,0.04 ppb,
Sands Point,Haloacetic acids (HAA5)†,1.43 ppb,0.1 ppb,60 ppb
Sands Point,Nitrate,3.01 ppm,0.14 ppm,10 ppm
Sands Point,Nitrate and nitrite,2.72 ppm,0.14 ppm,10 ppm
Sands Point,Perfluorohexane sulfonate (PFHXS),2.33 ppt,1 ppt,
Sands Point,Perfluorooctanoic acid (PFOA),3.23 ppt,0.007 ppt,
Sands Point,"Radium, combined (-226 &amp; -228)",0.14 pCi/L,0.05 pCi/L,5 pCi/L
Sands Point,Total trihalomethanes (TTHMs)†,0.447 ppb,0.15 ppb,80 ppb
Sands Point,"1,4-Dioxane",0.0266 ppb,0.35 ppb,
Sands Point,Barium,29.5 ppb,700 ppb,"2,000 ppb"
Sands Point,Bromodichloromethane,0.0663 ppb,0.06 ppb,
Sands Point,Bromoform,0.0913 ppb,0.5 ppb,
Sands Point,Chloroform,0.330 ppb,0.4 ppb,
Sands Point,Dacthal,3.37 ppb,,
Sands Point,DCPA mono- and di-acid degradates,7.03 ppb,,
Sands Point,Dibromochloromethane,0.0768 ppb,0.1 ppb,
Sands Point,Dichlorodifluoromethane,0.00393 ppb,,
Sands Point,Fluoride,0.0183 ppm,,4 ppm
Sands Point,Manganese,101.1 ppb,100 ppb,
Sands Point,MTBE,0.00371 ppb,13 ppb,
Sands Point,Perchlorate,0.0385 ppb,1 ppb,
Sands Point,Perfluorobutane sulfonate (PFBS),0.192 ppt,1 ppt,
Sands Point,Perfluoroheptanoic acid (PFHPA),1.14 ppt,1 ppt,
Sands Point,Perfluorooctane sulfonate (PFOS),0.475 ppt,1 ppt,
Sands Point,Uranium,0.26 pCi/L,0.43 pCi/L,20 pCi/L
Sands Point,None,,,
Albertson WD,Chromium (hexavalent),0.412 ppb,0.02 ppb,
Albertson WD,Haloacetic acids (HAA9)†,0.510 ppb,0.06 ppb,
Albertson WD,Nitrate,3.48 ppm,0.14 ppm,10 ppm
Albertson WD,Nitrate and nitrite,3.54 ppm,0.14 ppm,10 ppm
Albertson WD,Perfluorononanoic acid (PFNA),2.45 ppt,1 ppt,
Albertson WD,Perfluorooctane sulfonate (PFOS),3.25 ppt,1 ppt,
Albertson WD,Perfluorooctanoic acid (PFOA),3.84 ppt,0.007 ppt,
Albertson WD,"Radium, combined (-226 &amp; -228)",1.05 pCi/L,0.05 pCi/L,5 pCi/L
Albertson WD,"1,4-Dioxane",0.292 ppb,0.35 ppb,
Albertson WD,Barium,15.6 ppb,700 ppb,"2,000 ppb"
Albertson WD,Bromodichloromethane,0.00949 ppb,0.06 ppb,
Albertson WD,Bromoform,0.0165 ppb,0.5 ppb,
Albertson WD,Chlorate,126.8 ppb,210 ppb,
Albertson WD,Chlorodifluoromethane,0.0287 ppb,,
Albertson WD,Chlorodifluoromethane,0.00920 ppb,,
Albertson WD,Chloroform,0.0957 ppb,0.4 ppb,
Albertson WD,Chromium (total),0.327 ppb,,100 ppb
Albertson WD,Dibromochloromethane,0.0239 ppb,0.1 ppb,
Albertson WD,Dichloromethane (methylene chloride),0.00378 ppb,4 ppb,5 ppb
Albertson WD,Manganese,0.202 ppb,100 ppb,
Albertson WD,Perfluoroheptanoic acid (PFHPA),1.21 ppt,1 ppt,
Albertson WD,Perfluorohexane sulfonate (PFHXS),1.45 ppt,1 ppt,
Albertson WD,Strontium,0.0695 ppb,"1,500 ppb",
Albertson WD,Tetrachloroethylene (perchloroethylene),0.0694 ppb,0.06 ppb,5 ppb
Albertson WD,Total trihalomethanes (TTHMs)†,0.0910 ppb,0.15 ppb,80 ppb
Albertson WD,Uranium,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Albertson WD,None,,,
City of Garden City,Arsenic,1.50 ppb,0.004 ppb,10 ppb
City of Garden City,Bromodichloromethane,1.14 ppb,0.06 ppb,
City of Garden City,Bromoform,2.22 ppb,0.5 ppb,
City of Garden City,Chromium (hexavalent),0.358 ppb,0.02 ppb,
City of Garden City,Dibromoacetic acid,1.19 ppb,0.04 ppb,
City of Garden City,Dibromochloromethane,2.39 ppb,0.1 ppb,
City of Garden City,Haloacetic acids (HAA5)†,0.636 ppb,0.1 ppb,60 ppb
City of Garden City,Haloacetic acids (HAA9)†,6.33 ppb,0.06 ppb,
City of Garden City,Nitrate,2.69 ppm,0.14 ppm,10 ppm
City of Garden City,"Radium, combined (-226 &amp; -228)",1.49 pCi/L,0.05 pCi/L,5 pCi/L
City of Garden City,Tetrachloroethylene (perchloroethylene),0.492 ppb,0.06 ppb,5 ppb
City of Garden City,Total trihalomethanes (TTHMs)†,5.94 ppb,0.15 ppb,80 ppb
City of Garden City,Uranium,13.11 pCi/L,0.43 pCi/L,20 pCi/L
City of Garden City,Aluminum,39.8 ppb,600 ppb,
City of Garden City,Atrazine,0.163 ppb,0.1 ppb,3 ppb
City of Garden City,Barium,29.6 ppb,700 ppb,"2,000 ppb"
City of Garden City,Chlorate,92.7 ppb,210 ppb,
City of Garden City,Chlorodifluoromethane,0.0437 ppb,,
City of Garden City,Chloroform,0.262 ppb,0.4 ppb,
City of Garden City,Chromium (total),0.761 ppb,,100 ppb
City of Garden City,Dichloroacetic acid,0.104 ppb,0.2 ppb,
City of Garden City,Fluoride,0.677 ppm,,4 ppm
City of Garden City,Germanium,0.114 ppb,,
City of Garden City,Manganese,22.3 ppb,100 ppb,
City of Garden City,Molybdenum,1.42 ppb,40 ppb,
City of Garden City,Monobromoacetic acid,0.181 ppb,25 ppb,
City of Garden City,Monochloroacetic acid,0.0335 ppb,53 ppb,
City of Garden City,Selenium,4.78 ppb,30 ppb,50 ppb
City of Garden City,Strontium,1.26 ppb,"1,500 ppb",
City of Garden City,Toluene,0.0593 ppb,150 ppb,"1,000 ppb"
City of Garden City,Trichloroacetic acid,0.000625 ppb,0.1 ppb,
City of Garden City,Vanadium,1.46 ppb,21 ppb,
City of Garden City,None,,,
New York American Water - Lynbrook,Arsenic,0.228 ppb,0.004 ppb,10 ppb
New York American Water - Lynbrook,Chromium (hexavalent),0.0796 ppb,0.02 ppb,
New York American Water - Lynbrook,Haloacetic acids (HAA9)†,1.48 ppb,0.06 ppb,
New York American Water - Lynbrook,"Radium, combined (-226 &amp; -228)",0.83 pCi/L,0.05 pCi/L,5 pCi/L
New York American Water - Lynbrook,Tetrachloroethylene (perchloroethylene),0.142 ppb,0.06 ppb,5 ppb
New York American Water - Lynbrook,Total trihalomethanes (TTHMs)†,0.762 ppb,0.15 ppb,80 ppb
New York American Water - Lynbrook,"1,2,4-Trimethylbenzene",0.000832 ppb,,
New York American Water - Lynbrook,"1,4-Dioxane",0.0774 ppb,0.35 ppb,
New York American Water - Lynbrook,Aluminum,90.2 ppb,600 ppb,
New York American Water - Lynbrook,Antimony,0.00277 ppb,1 ppb,6 ppb
New York American Water - Lynbrook,Barium,2.90 ppb,700 ppb,"2,000 ppb"
New York American Water - Lynbrook,Beryllium,0.0202 ppb,1 ppb,4 ppb
New York American Water - Lynbrook,Bromodichloromethane,0.0507 ppb,0.06 ppb,
New York American Water - Lynbrook,Bromoform,0.0682 ppb,0.5 ppb,
New York American Water - Lynbrook,Chlorate,68.1 ppb,210 ppb,
New York American Water - Lynbrook,Chlorodifluoromethane,0.117 ppb,,
New York American Water - Lynbrook,Chlorodifluoromethane,0.0271 ppb,,
New York American Water - Lynbrook,Chloroform,0.0296 ppb,0.4 ppb,
New York American Water - Lynbrook,Chloromethane,0.00270 ppb,2.69 ppb,
New York American Water - Lynbrook,Chromium (total),0.0754 ppb,,100 ppb
New York American Water - Lynbrook,"cis-1,2-Dichloroethylene",0.00625 ppb,,70 ppb
New York American Water - Lynbrook,Cobalt,1.83 ppb,70 ppb,
New York American Water - Lynbrook,Dacthal,0.742 ppb,,
New York American Water - Lynbrook,Dibromoacetic acid,0.0479 ppb,0.04 ppb,
New York American Water - Lynbrook,Dibromochloromethane,0.0902 ppb,0.1 ppb,
New York American Water - Lynbrook,Dichlorodifluoromethane,0.00124 ppb,,
New York American Water - Lynbrook,Fluoride,0.000498 ppm,,4 ppm
New York American Water - Lynbrook,Germanium,0.0192 ppb,,
New York American Water - Lynbrook,Haloacetic acids (HAA5)†,0.0959 ppb,0.1 ppb,60 ppb
New York American Water - Lynbrook,Manganese,61.0 ppb,100 ppb,
New York American Water - Lynbrook,MTBE,0.103 ppb,13 ppb,
New York American Water - Lynbrook,Nitrate,0.00797 ppm,0.14 ppm,10 ppm
New York American Water - Lynbrook,Nitrate and nitrite,0.00796 ppm,0.14 ppm,10 ppm
New York American Water - Lynbrook,Perchlorate,0.00394 ppb,1 ppb,
New York American Water - Lynbrook,Strontium,2.14 ppb,"1,500 ppb",
New York American Water - Lynbrook,Thallium,0.0123 ppb,0.1 ppb,2 ppb
New York American Water - Lynbrook,Trichloroethylene,0.000746 ppb,0.4 ppb,5 ppb
New York American Water - Lynbrook,Vanadium,0.0235 ppb,21 ppb,
New York American Water - Lynbrook,None,,,
Glenwood Water District,Chromium (hexavalent)*,0.392 ppb,0.02 ppb,
Glenwood Water District,Haloacetic acids (HAA9)*†,1.03 ppb,0.06 ppb,
Glenwood Water District,Nitrate*,4.42 ppm,0.14 ppm,10 ppm
Glenwood Water District,Nitrate and nitrite*,3.38 ppm,0.14 ppm,10 ppm
Glenwood Water District,"1,1-Dichloroethane*",0.0113 ppb,3 ppb,
Glenwood Water District,"1,1-Dichloroethylene*",0.00458 ppb,,7 ppb
Glenwood Water District,"1,4-Dioxane*",0.303 ppb,0.35 ppb,
Glenwood Water District,Barium*,17.3 ppb,700 ppb,"2,000 ppb"
Glenwood Water District,Chlorate*,22.0 ppb,210 ppb,
Glenwood Water District,Chlorodifluoromethane*,0.234 ppb,,
Glenwood Water District,Chlorodifluoromethane*,0.230 ppb,,
Glenwood Water District,Chromium (total)*,0.285 ppb,,100 ppb
Glenwood Water District,Cobalt*,0.773 ppb,70 ppb,
Glenwood Water District,Dacthal*,0.607 ppb,,
Glenwood Water District,Dichlorodifluoromethane*,0.0500 ppb,,
Glenwood Water District,Manganese*,2.24 ppb,100 ppb,
Glenwood Water District,MTBE*,0.0449 ppb,13 ppb,
Glenwood Water District,Perchlorate*,1.05 ppb,1 ppb,
Glenwood Water District,Strontium*,0.0354 ppb,"1,500 ppb",
Glenwood Water District,Vanadium*,0.222 ppb,21 ppb,
New York American Water - Lynbrook,Arsenic,0.228 ppb,0.004 ppb,10 ppb
New York American Water - Lynbrook,Chromium (hexavalent),0.0796 ppb,0.02 ppb,
New York American Water - Lynbrook,Haloacetic acids (HAA9)†,1.48 ppb,0.06 ppb,
New York American Water - Lynbrook,"Radium, combined (-226 &amp; -228)",0.83 pCi/L,0.05 pCi/L,5 pCi/L
New York American Water - Lynbrook,Tetrachloroethylene (perchloroethylene),0.142 ppb,0.06 ppb,5 ppb
New York American Water - Lynbrook,Total trihalomethanes (TTHMs)†,0.762 ppb,0.15 ppb,80 ppb
New York American Water - Lynbrook,"1,2,4-Trimethylbenzene",0.000832 ppb,,
New York American Water - Lynbrook,"1,4-Dioxane",0.0774 ppb,0.35 ppb,
New York American Water - Lynbrook,Aluminum,90.2 ppb,600 ppb,
New York American Water - Lynbrook,Antimony,0.00277 ppb,1 ppb,6 ppb
New York American Water - Lynbrook,Barium,2.90 ppb,700 ppb,"2,000 ppb"
New York American Water - Lynbrook,Beryllium,0.0202 ppb,1 ppb,4 ppb
New York American Water - Lynbrook,Bromodichloromethane,0.0507 ppb,0.06 ppb,
New York American Water - Lynbrook,Bromoform,0.0682 ppb,0.5 ppb,
New York American Water - Lynbrook,Chlorate,68.1 ppb,210 ppb,
New York American Water - Lynbrook,Chlorodifluoromethane,0.117 ppb,,
New York American Water - Lynbrook,Chlorodifluoromethane,0.0271 ppb,,
New York American Water - Lynbrook,Chloroform,0.0296 ppb,0.4 ppb,
New York American Water - Lynbrook,Chloromethane,0.00270 ppb,2.69 ppb,
New York American Water - Lynbrook,Chromium (total),0.0754 ppb,,100 ppb
New York American Water - Lynbrook,"cis-1,2-Dichloroethylene",0.00625 ppb,,70 ppb
New York American Water - Lynbrook,Cobalt,1.83 ppb,70 ppb,
New York American Water - Lynbrook,Dacthal,0.742 ppb,,
New York American Water - Lynbrook,Dibromoacetic acid,0.0479 ppb,0.04 ppb,
New York American Water - Lynbrook,Dibromochloromethane,0.0902 ppb,0.1 ppb,
New York American Water - Lynbrook,Dichlorodifluoromethane,0.00124 ppb,,
New York American Water - Lynbrook,Fluoride,0.000498 ppm,,4 ppm
